Date,Crop,Market,Price
27-02-2025,cabbage,Keppetipola,275.0
27-02-2025,cabbage,Nuwaraeliya,315.0
27-02-2025,cabbage,Bandarawela,250.0
27-02-2025,cabbage,Veyangoda,315.0
27-02-2025,cabbage,Peliyagoda,290.0
27-02-2025,cabbage,Kandy,280.0
27-02-2025,cabbage,Dambulla,290.0
27-02-2025,cabbage,Norochchole,285.0
27-02-2025,cabbage,Thambuththegama,335.0
27-02-2025,cabbage,Veyangoda,285.0
27-02-2025,tomato,Peliyagoda,105.0
27-02-2025,tomato,Kandy,110.0
27-02-2025,tomato,Dambulla,100.0
27-02-2025,tomato,Meegoda,105.0
27-02-2025,tomato,Norochchole,75.0
27-02-2025,tomato,Thambuththegama,95.0
27-02-2025,tomato,Keppetipola,90.0
27-02-2025,tomato,Nuwaraeliya,100.0
27-02-2025,tomato,Bandarawela,95.0
27-02-2025,tomato,Veyangoda,105.0
27-02-2025,beans,Peliyagoda,125.0
27-02-2025,beans,Kandy,115.0
27-02-2025,beans,Dambulla,90.0
27-02-2025,beans,Meegoda,120.0
27-02-2025,beans,Norochchole,90.0
27-02-2025,beans,Thambuththegama,100.0
27-02-2025,beans,Bandarawela,110.0
27-02-2025,beans,Veyangoda,100.0
27-03-2025,beans,Peliyagoda,500.0
27-03-2025,beans,Kandy,475.0
27-03-2025,beans,Dambulla,475.0
27-03-2025,beans,Meegoda,510.0
27-03-2025,beans,Thambuththegama,525.0
27-03-2025,beans,Keppetipola,425.0
27-03-2025,beans,Nuwaraeliya,450.0
27-03-2025,beans,Bandarawela,425.0
27-03-2025,beans,Veyangoda,490.0
27-03-2025,carrot,Peliyagoda,525.0
27-03-2025,carrot,Kandy,575.0
27-03-2025,carrot,Dambulla,550.0
27-03-2025,carrot,Meegoda,620.0
27-03-2025,carrot,Thambuththegama,675.0
27-03-2025,carrot,Keppetipola,525.0
27-03-2025,carrot,Nuwaraeliya,565.0
27-03-2025,carrot,Bandarawela,525.0
27-03-2025,carrot,Veyangoda,640.0
27-03-2025,beetroot,Peliyagoda,165.0
27-03-2025,beetroot,Kandy,145.0
27-03-2025,beetroot,Dambulla,150.0
27-03-2025,beetroot,Meegoda,150.0
27-03-2025,beetroot,Norochchole,165.0
27-03-2025,beetroot,Thambuththegama,180.0
27-03-2025,beetroot,Veyangoda,150.0
27-03-2025,beetroot,Peliyagoda,190.0
27-03-2025,beetroot,Kandy,190.0
27-03-2025,beetroot,Dambulla,180.0
27-03-2025,beetroot,Keppetipola,160.0
27-03-2025,beetroot,Nuwaraeliya,160.0
27-03-2025,beetroot,Bandarawela,155.0
27-03-2025,cabbage,Kandy,275.0
27-03-2025,cabbage,Meegoda,260.0
27-03-2025,cabbage,Keppetipola,210.0
27-03-2025,cabbage,Nuwaraeliya,265.0
27-03-2025,cabbage,Bandarawela,190.0
27-03-2025,cabbage,Veyangoda,275.0
27-03-2025,cabbage,Peliyagoda,225.0
27-03-2025,cabbage,Kandy,235.0
27-03-2025,cabbage,Dambulla,205.0
27-03-2025,cabbage,Thambuththegama,225.0
27-03-2025,cabbage,Veyangoda,245.0
27-03-2025,tomato,Peliyagoda,190.0
27-03-2025,tomato,Kandy,190.0
27-03-2025,tomato,Dambulla,170.0
27-03-2025,tomato,Meegoda,200.0
27-03-2025,tomato,Norochchole,120.0
27-03-2025,tomato,Thambuththegama,90.0
27-03-2025,tomato,Keppetipola,175.0
27-03-2025,tomato,Nuwaraeliya,190.0
27-03-2025,tomato,Bandarawela,185.0
27-03-2025,tomato,Veyangoda,170.0
27-03-2025,beans,Peliyagoda,250.0
27-03-2025,beans,Kandy,265.0
27-03-2025,beans,Dambulla,175.0
27-03-2025,beans,Meegoda,235.0
27-03-2025,beans,Norochchole,190.0
27-03-2025,beans,Thambuththegama,120.0
27-03-2025,beans,Bandarawela,235.0
27-03-2025,beans,Veyangoda,245.0
27-04-2025,beans,Peliyagoda,550.0
27-04-2025,beans,Kandy,425.0
27-04-2025,beans,Dambulla,425.0
27-04-2025,beans,Meegoda,580.0
27-04-2025,beans,Thambuththegama,485.0
27-04-2025,beans,Keppetipola,475.0
27-04-2025,beans,Nuwaraeliya,500.0
27-04-2025,beans,Bandarawela,570.0
27-04-2025,beans,Veyangoda,560.0
27-04-2025,carrot,Peliyagoda,450.0
27-04-2025,carrot,Kandy,365.0
27-04-2025,carrot,Dambulla,375.0
27-04-2025,carrot,Meegoda,400.0
27-04-2025,carrot,Thambuththegama,405.0
27-04-2025,carrot,Keppetipola,335.0
27-04-2025,carrot,Nuwaraeliya,375.0
27-04-2025,carrot,Bandarawela,390.0
27-04-2025,carrot,Veyangoda,395.0
27-04-2025,beetroot,Peliyagoda,360.0
27-04-2025,beetroot,Kandy,310.0
27-04-2025,beetroot,Dambulla,240.0
27-04-2025,beetroot,Meegoda,290.0
27-04-2025,beetroot,Norochchole,250.0
27-04-2025,beetroot,Thambuththegama,275.0
27-04-2025,beetroot,Veyangoda,270.0
27-04-2025,beetroot,Peliyagoda,475.0
27-04-2025,beetroot,Kandy,340.0
27-04-2025,beetroot,Dambulla,325.0
27-04-2025,beetroot,Keppetipola,235.0
27-04-2025,beetroot,Nuwaraeliya,360.0
27-04-2025,beetroot,Bandarawela,355.0
27-04-2025,cabbage,Kandy,290.0
27-04-2025,cabbage,Meegoda,300.0
27-04-2025,cabbage,Keppetipola,255.0
27-04-2025,cabbage,Nuwaraeliya,345.0
27-04-2025,cabbage,Bandarawela,265.0
27-04-2025,cabbage,Veyangoda,345.0
27-04-2025,cabbage,Peliyagoda,325.0
27-04-2025,cabbage,Kandy,260.0
27-04-2025,cabbage,Dambulla,255.0
27-04-2025,cabbage,Thambuththegama,325.0
27-04-2025,cabbage,Veyangoda,290.0
27-04-2025,tomato,Peliyagoda,625.0
27-04-2025,tomato,Kandy,675.0
27-04-2025,tomato,Dambulla,525.0
27-04-2025,tomato,Meegoda,575.0
27-04-2025,tomato,Thambuththegama,500.0
27-04-2025,tomato,Keppetipola,475.0
27-04-2025,tomato,Nuwaraeliya,510.0
27-04-2025,tomato,Bandarawela,515.0
27-04-2025,tomato,Veyangoda,530.0
27-04-2025,beans,Peliyagoda,325.0
27-04-2025,beans,Kandy,215.0
27-04-2025,beans,Dambulla,200.0
27-04-2025,beans,Meegoda,280.0
27-04-2025,beans,Norochchole,240.0
27-04-2025,beans,Thambuththegama,215.0
27-04-2025,beans,Bandarawela,260.0
27-04-2025,beans,Veyangoda,260.0
28-02-2025,beans,Peliyagoda,150.0
28-02-2025,beans,Kandy,150.0
28-02-2025,beans,Dambulla,135.0
28-02-2025,beans,Meegoda,160.0
28-02-2025,beans,Thambuththegama,180.0
28-02-2025,beans,Keppetipola,115.0
28-02-2025,beans,Nuwaraeliya,130.0
28-02-2025,beans,Bandarawela,145.0
28-02-2025,beans,Veyangoda,160.0
28-02-2025,carrot,Peliyagoda,700.0
28-02-2025,carrot,Kandy,725.0
28-02-2025,carrot,Dambulla,725.0
28-02-2025,carrot,Meegoda,690.0
28-02-2025,carrot,Thambuththegama,725.0
28-02-2025,carrot,Keppetipola,500.0
28-02-2025,carrot,Nuwaraeliya,620.0
28-02-2025,carrot,Bandarawela,565.0
28-02-2025,carrot,Veyangoda,640.0
28-02-2025,beetroot,Peliyagoda,200.0
28-02-2025,beetroot,Kandy,125.0
28-02-2025,beetroot,Dambulla,120.0
28-02-2025,beetroot,Meegoda,155.0
28-02-2025,beetroot,Norochchole,110.0
28-02-2025,beetroot,Thambuththegama,145.0
28-02-2025,beetroot,Veyangoda,150.0
28-02-2025,beetroot,Kandy,190.0
28-02-2025,beetroot,Dambulla,155.0
28-02-2025,beetroot,Keppetipola,155.0
28-02-2025,beetroot,Nuwaraeliya,200.0
28-02-2025,beetroot,Bandarawela,175.0
28-02-2025,cabbage,Kandy,310.0
28-02-2025,cabbage,Meegoda,320.0
28-02-2025,cabbage,Keppetipola,265.0
28-02-2025,cabbage,Nuwaraeliya,315.0
28-02-2025,cabbage,Bandarawela,265.0
28-02-2025,cabbage,Veyangoda,335.0
28-02-2025,cabbage,Peliyagoda,315.0
28-02-2025,cabbage,Kandy,280.0
28-02-2025,cabbage,Dambulla,300.0
28-02-2025,cabbage,Norochchole,285.0
28-02-2025,cabbage,Thambuththegama,325.0
28-02-2025,cabbage,Veyangoda,310.0
28-02-2025,tomato,Peliyagoda,120.0
28-02-2025,tomato,Kandy,100.0
28-02-2025,tomato,Dambulla,110.0
28-02-2025,tomato,Meegoda,110.0
28-02-2025,tomato,Norochchole,75.0
28-02-2025,tomato,Thambuththegama,100.0
28-02-2025,tomato,Keppetipola,90.0
28-02-2025,tomato,Nuwaraeliya,100.0
28-02-2025,tomato,Bandarawela,110.0
28-02-2025,tomato,Veyangoda,105.0
28-02-2025,beans,Peliyagoda,105.0
28-02-2025,beans,Kandy,140.0
28-02-2025,beans,Dambulla,100.0
28-02-2025,beans,Meegoda,120.0
28-02-2025,beans,Norochchole,80.0
28-02-2025,beans,Thambuththegama,100.0
28-02-2025,beans,Bandarawela,110.0
28-02-2025,beans,Veyangoda,120.0
28-03-2025,beans,Peliyagoda,500.0
28-03-2025,beans,Kandy,425.0
28-03-2025,beans,Dambulla,505.0
28-03-2025,beans,Meegoda,510.0
28-03-2025,beans,Thambuththegama,460.0
28-03-2025,beans,Keppetipola,435.0
28-03-2025,beans,Nuwaraeliya,445.0
28-03-2025,beans,Bandarawela,495.0
28-03-2025,beans,Veyangoda,485.0
28-03-2025,carrot,Peliyagoda,475.0
28-03-2025,carrot,Kandy,525.0
28-03-2025,carrot,Dambulla,525.0
28-03-2025,carrot,Meegoda,580.0
28-03-2025,carrot,Thambuththegama,560.0
28-03-2025,carrot,Keppetipola,475.0
28-03-2025,carrot,Nuwaraeliya,520.0
28-03-2025,carrot,Bandarawela,500.0
28-03-2025,carrot,Veyangoda,575.0
28-03-2025,beetroot,Peliyagoda,185.0
28-03-2025,beetroot,Kandy,175.0
28-03-2025,beetroot,Dambulla,190.0
28-03-2025,beetroot,Meegoda,155.0
28-03-2025,beetroot,Norochchole,225.0
28-03-2025,beetroot,Thambuththegama,170.0
28-03-2025,beetroot,Veyangoda,160.0
28-03-2025,beetroot,Peliyagoda,235.0
28-03-2025,beetroot,Kandy,190.0
28-03-2025,beetroot,Dambulla,245.0
28-03-2025,beetroot,Keppetipola,165.0
28-03-2025,beetroot,Nuwaraeliya,170.0
28-03-2025,beetroot,Bandarawela,175.0
28-03-2025,cabbage,Kandy,275.0
28-03-2025,cabbage,Meegoda,260.0
28-03-2025,cabbage,Keppetipola,210.0
28-03-2025,cabbage,Nuwaraeliya,260.0
28-03-2025,cabbage,Bandarawela,195.0
28-03-2025,cabbage,Veyangoda,290.0
28-03-2025,cabbage,Peliyagoda,235.0
28-03-2025,cabbage,Kandy,235.0
28-03-2025,cabbage,Dambulla,210.0
28-03-2025,cabbage,Thambuththegama,235.0
28-03-2025,cabbage,Veyangoda,255.0
28-03-2025,tomato,Peliyagoda,200.0
28-03-2025,tomato,Kandy,190.0
28-03-2025,tomato,Dambulla,185.0
28-03-2025,tomato,Meegoda,200.0
28-03-2025,tomato,Norochchole,115.0
28-03-2025,tomato,Thambuththegama,140.0
28-03-2025,tomato,Keppetipola,190.0
28-03-2025,tomato,Nuwaraeliya,200.0
28-03-2025,tomato,Bandarawela,185.0
28-03-2025,tomato,Veyangoda,190.0
28-03-2025,beans,Peliyagoda,225.0
28-03-2025,beans,Kandy,240.0
28-03-2025,beans,Dambulla,155.0
28-03-2025,beans,Meegoda,270.0
28-03-2025,beans,Norochchole,190.0
28-03-2025,beans,Thambuththegama,140.0
28-03-2025,beans,Bandarawela,240.0
28-03-2025,beans,Veyangoda,270.0
28-04-2025,beans,Peliyagoda,500.0
28-04-2025,beans,Kandy,475.0
28-04-2025,beans,Dambulla,475.0
28-04-2025,beans,Meegoda,615.0
28-04-2025,beans,Thambuththegama,515.0
28-04-2025,beans,Keppetipola,490.0
28-04-2025,beans,Nuwaraeliya,520.0
28-04-2025,beans,Veyangoda,600.0
28-04-2025,carrot,Peliyagoda,400.0
28-04-2025,carrot,Kandy,375.0
28-04-2025,carrot,Dambulla,425.0
28-04-2025,carrot,Meegoda,425.0
28-04-2025,carrot,Thambuththegama,400.0
28-04-2025,carrot,Keppetipola,335.0
28-04-2025,carrot,Nuwaraeliya,410.0
28-04-2025,carrot,Veyangoda,415.0
28-04-2025,beetroot,Peliyagoda,375.0
28-04-2025,beetroot,Kandy,275.0
28-04-2025,beetroot,Dambulla,275.0
28-04-2025,beetroot,Meegoda,295.0
28-04-2025,beetroot,Norochchole,245.0
28-04-2025,beetroot,Thambuththegama,275.0
28-04-2025,beetroot,Veyangoda,295.0
28-04-2025,beetroot,Peliyagoda,475.0
28-04-2025,beetroot,Kandy,310.0
28-04-2025,beetroot,Dambulla,340.0
28-04-2025,beetroot,Keppetipola,335.0
28-04-2025,beetroot,Nuwaraeliya,360.0
28-04-2025,cabbage,Kandy,290.0
28-04-2025,cabbage,Meegoda,350.0
28-04-2025,cabbage,Keppetipola,290.0
28-04-2025,cabbage,Nuwaraeliya,345.0
28-04-2025,cabbage,Veyangoda,330.0
28-04-2025,cabbage,Peliyagoda,325.0
28-04-2025,cabbage,Kandy,260.0
28-04-2025,cabbage,Dambulla,275.0
28-04-2025,cabbage,Thambuththegama,350.0
28-04-2025,cabbage,Veyangoda,290.0
28-04-2025,tomato,Peliyagoda,625.0
28-04-2025,tomato,Kandy,675.0
28-04-2025,tomato,Dambulla,525.0
28-04-2025,tomato,Meegoda,600.0
28-04-2025,tomato,Thambuththegama,525.0
28-04-2025,tomato,Keppetipola,525.0
28-04-2025,tomato,Nuwaraeliya,560.0
28-04-2025,tomato,Veyangoda,575.0
28-04-2025,beans,Peliyagoda,325.0
28-04-2025,beans,Kandy,250.0
28-04-2025,beans,Dambulla,175.0
28-04-2025,beans,Meegoda,285.0
28-04-2025,beans,Norochchole,240.0
28-04-2025,beans,Thambuththegama,230.0
28-04-2025,beans,Veyangoda,250.0
29-03-2025,beans,Peliyagoda,550.0
29-03-2025,beans,Kandy,425.0
29-03-2025,beans,Dambulla,485.0
29-03-2025,beans,Meegoda,515.0
29-03-2025,beans,Thambuththegama,530.0
29-03-2025,beans,Keppetipola,475.0
29-03-2025,beans,Nuwaraeliya,530.0
29-03-2025,beans,Bandarawela,475.0
29-03-2025,beans,Veyangoda,510.0
29-03-2025,carrot,Peliyagoda,500.0
29-03-2025,carrot,Kandy,475.0
29-03-2025,carrot,Dambulla,475.0
29-03-2025,carrot,Meegoda,565.0
29-03-2025,carrot,Thambuththegama,585.0
29-03-2025,carrot,Keppetipola,490.0
29-03-2025,carrot,Nuwaraeliya,520.0
29-03-2025,carrot,Bandarawela,490.0
29-03-2025,carrot,Veyangoda,570.0
29-03-2025,beetroot,Peliyagoda,235.0
29-03-2025,beetroot,Kandy,230.0
29-03-2025,beetroot,Dambulla,230.0
29-03-2025,beetroot,Meegoda,220.0
29-03-2025,beetroot,Norochchole,235.0
29-03-2025,beetroot,Thambuththegama,200.0
29-03-2025,beetroot,Veyangoda,215.0
29-03-2025,beetroot,Kandy,255.0
29-03-2025,beetroot,Dambulla,270.0
29-03-2025,beetroot,Keppetipola,210.0
29-03-2025,beetroot,Nuwaraeliya,170.0
29-03-2025,beetroot,Bandarawela,200.0
29-03-2025,cabbage,Kandy,275.0
29-03-2025,cabbage,Meegoda,275.0
29-03-2025,cabbage,Keppetipola,210.0
29-03-2025,cabbage,Nuwaraeliya,245.0
29-03-2025,cabbage,Bandarawela,200.0
29-03-2025,cabbage,Veyangoda,290.0
29-03-2025,cabbage,Peliyagoda,215.0
29-03-2025,cabbage,Kandy,230.0
29-03-2025,cabbage,Dambulla,215.0
29-03-2025,cabbage,Thambuththegama,235.0
29-03-2025,cabbage,Veyangoda,250.0
29-03-2025,tomato,Peliyagoda,225.0
29-03-2025,tomato,Kandy,190.0
29-03-2025,tomato,Dambulla,200.0
29-03-2025,tomato,Meegoda,200.0
29-03-2025,tomato,Norochchole,180.0
29-03-2025,tomato,Thambuththegama,135.0
29-03-2025,tomato,Keppetipola,200.0
29-03-2025,tomato,Nuwaraeliya,215.0
29-03-2025,tomato,Bandarawela,240.0
29-03-2025,tomato,Veyangoda,200.0
29-03-2025,beans,Peliyagoda,300.0
29-03-2025,beans,Kandy,240.0
29-03-2025,beans,Dambulla,190.0
29-03-2025,beans,Meegoda,250.0
29-03-2025,beans,Norochchole,200.0
29-03-2025,beans,Thambuththegama,120.0
29-03-2025,beans,Bandarawela,240.0
29-03-2025,beans,Veyangoda,230.0
29-04-2025,beans,Peliyagoda,500.0
29-04-2025,beans,Kandy,475.0
29-04-2025,beans,Dambulla,525.0
29-04-2025,beans,Meegoda,605.0
29-04-2025,beans,Thambuththegama,535.0
29-04-2025,beans,Keppetipola,525.0
29-04-2025,beans,Nuwaraeliya,545.0
29-04-2025,beans,Bandarawela,510.0
29-04-2025,beans,Veyangoda,600.0
29-04-2025,carrot,Peliyagoda,475.0
29-04-2025,carrot,Kandy,400.0
29-04-2025,carrot,Dambulla,425.0
29-04-2025,carrot,Meegoda,425.0
29-04-2025,carrot,Thambuththegama,445.0
29-04-2025,carrot,Keppetipola,390.0
29-04-2025,carrot,Nuwaraeliya,445.0
29-04-2025,carrot,Bandarawela,415.0
29-04-2025,carrot,Veyangoda,425.0
29-04-2025,beetroot,Peliyagoda,415.0
29-04-2025,beetroot,Kandy,275.0
29-04-2025,beetroot,Dambulla,275.0
29-04-2025,beetroot,Meegoda,325.0
29-04-2025,beetroot,Norochchole,250.0
29-04-2025,beetroot,Thambuththegama,275.0
29-04-2025,beetroot,Veyangoda,260.0
29-04-2025,beetroot,Peliyagoda,475.0
29-04-2025,beetroot,Kandy,310.0
29-04-2025,beetroot,Dambulla,325.0
29-04-2025,beetroot,Keppetipola,310.0
29-04-2025,beetroot,Nuwaraeliya,360.0
29-04-2025,beetroot,Bandarawela,340.0
29-04-2025,cabbage,Kandy,295.0
29-04-2025,cabbage,Meegoda,360.0
29-04-2025,cabbage,Keppetipola,335.0
29-04-2025,cabbage,Nuwaraeliya,365.0
29-04-2025,cabbage,Bandarawela,315.0
29-04-2025,cabbage,Veyangoda,390.0
29-04-2025,cabbage,Peliyagoda,325.0
29-04-2025,cabbage,Kandy,260.0
29-04-2025,cabbage,Dambulla,280.0
29-04-2025,cabbage,Thambuththegama,360.0
29-04-2025,cabbage,Veyangoda,360.0
29-04-2025,tomato,Peliyagoda,675.0
29-04-2025,tomato,Kandy,675.0
29-04-2025,tomato,Dambulla,575.0
29-04-2025,tomato,Meegoda,585.0
29-04-2025,tomato,Thambuththegama,550.0
29-04-2025,tomato,Keppetipola,490.0
29-04-2025,tomato,Nuwaraeliya,500.0
29-04-2025,tomato,Bandarawela,490.0
29-04-2025,tomato,Veyangoda,585.0
29-04-2025,beans,Peliyagoda,375.0
29-04-2025,beans,Kandy,265.0
29-04-2025,beans,Dambulla,215.0
29-04-2025,beans,Meegoda,300.0
29-04-2025,beans,Norochchole,240.0
29-04-2025,beans,Thambuththegama,235.0
29-04-2025,beans,Bandarawela,230.0
29-04-2025,beans,Veyangoda,260.0
30-03-2025,beans,Peliyagoda,600.0
30-03-2025,beans,Kandy,525.0
30-03-2025,beans,Dambulla,540.0
30-03-2025,beans,Meegoda,555.0
30-03-2025,beans,Thambuththegama,575.0
30-03-2025,beans,Keppetipola,475.0
30-03-2025,beans,Nuwaraeliya,545.0
30-03-2025,beans,Bandarawela,475.0
30-03-2025,beans,Veyangoda,545.0
30-03-2025,carrot,Peliyagoda,525.0
30-03-2025,carrot,Kandy,525.0
30-03-2025,carrot,Dambulla,525.0
30-03-2025,carrot,Meegoda,550.0
30-03-2025,carrot,Thambuththegama,540.0
30-03-2025,carrot,Keppetipola,375.0
30-03-2025,carrot,Nuwaraeliya,520.0
30-03-2025,carrot,Bandarawela,475.0
30-03-2025,carrot,Veyangoda,550.0
30-03-2025,beetroot,Peliyagoda,250.0
30-03-2025,beetroot,Kandy,240.0
30-03-2025,beetroot,Dambulla,240.0
30-03-2025,beetroot,Meegoda,270.0
30-03-2025,beetroot,Norochchole,260.0
30-03-2025,beetroot,Thambuththegama,265.0
30-03-2025,beetroot,Veyangoda,280.0
30-03-2025,beetroot,Kandy,275.0
30-03-2025,beetroot,Dambulla,275.0
30-03-2025,beetroot,Keppetipola,155.0
30-03-2025,beetroot,Nuwaraeliya,165.0
30-03-2025,beetroot,Bandarawela,210.0
30-03-2025,cabbage,Kandy,255.0
30-03-2025,cabbage,Meegoda,260.0
30-03-2025,cabbage,Keppetipola,170.0
30-03-2025,cabbage,Nuwaraeliya,210.0
30-03-2025,cabbage,Bandarawela,200.0
30-03-2025,cabbage,Veyangoda,290.0
30-03-2025,cabbage,Peliyagoda,250.0
30-03-2025,cabbage,Kandy,210.0
30-03-2025,cabbage,Dambulla,215.0
30-03-2025,cabbage,Thambuththegama,255.0
30-03-2025,cabbage,Veyangoda,255.0
30-03-2025,tomato,Peliyagoda,275.0
30-03-2025,tomato,Kandy,290.0
30-03-2025,tomato,Dambulla,250.0
30-03-2025,tomato,Meegoda,230.0
30-03-2025,tomato,Norochchole,180.0
30-03-2025,tomato,Thambuththegama,200.0
30-03-2025,tomato,Keppetipola,225.0
30-03-2025,tomato,Nuwaraeliya,220.0
30-03-2025,tomato,Bandarawela,230.0
30-03-2025,tomato,Veyangoda,215.0
30-03-2025,beans,Peliyagoda,285.0
30-03-2025,beans,Kandy,235.0
30-03-2025,beans,Dambulla,185.0
30-03-2025,beans,Meegoda,250.0
30-03-2025,beans,Norochchole,155.0
30-03-2025,beans,Thambuththegama,175.0
30-03-2025,beans,Bandarawela,240.0
30-03-2025,beans,Veyangoda,230.0
31-03-2025,beans,Peliyagoda,550.0
31-03-2025,beans,Kandy,525.0
31-03-2025,beans,Dambulla,515.0
31-03-2025,beans,Meegoda,615.0
31-03-2025,beans,Thambuththegama,540.0
31-03-2025,beans,Keppetipola,525.0
31-03-2025,beans,Nuwaraeliya,580.0
31-03-2025,beans,Veyangoda,605.0
31-03-2025,carrot,Peliyagoda,425.0
31-03-2025,carrot,Kandy,525.0
31-03-2025,carrot,Dambulla,450.0
31-03-2025,carrot,Meegoda,525.0
31-03-2025,carrot,Thambuththegama,565.0
31-03-2025,carrot,Keppetipola,410.0
31-03-2025,carrot,Nuwaraeliya,465.0
31-03-2025,carrot,Veyangoda,470.0
31-03-2025,beetroot,Peliyagoda,175.0
31-03-2025,beetroot,Kandy,260.0
31-03-2025,beetroot,Dambulla,305.0
31-03-2025,beetroot,Meegoda,295.0
31-03-2025,beetroot,Norochchole,285.0
31-03-2025,beetroot,Thambuththegama,325.0
31-03-2025,beetroot,Veyangoda,280.0
31-03-2025,beetroot,Kandy,290.0
31-03-2025,beetroot,Dambulla,340.0
31-03-2025,beetroot,Keppetipola,155.0
31-03-2025,beetroot,Nuwaraeliya,165.0
31-03-2025,cabbage,Kandy,255.0
31-03-2025,cabbage,Meegoda,240.0
31-03-2025,cabbage,Keppetipola,170.0
31-03-2025,cabbage,Nuwaraeliya,215.0
31-03-2025,cabbage,Veyangoda,265.0
31-03-2025,cabbage,Peliyagoda,225.0
31-03-2025,cabbage,Kandy,210.0
31-03-2025,cabbage,Dambulla,215.0
31-03-2025,cabbage,Thambuththegama,275.0
31-03-2025,cabbage,Veyangoda,245.0
31-03-2025,tomato,Peliyagoda,265.0
31-03-2025,tomato,Kandy,290.0
31-03-2025,tomato,Dambulla,235.0
31-03-2025,tomato,Meegoda,265.0
31-03-2025,tomato,Norochchole,190.0
31-03-2025,tomato,Thambuththegama,165.0
31-03-2025,tomato,Keppetipola,235.0
31-03-2025,tomato,Nuwaraeliya,235.0
31-03-2025,tomato,Veyangoda,240.0
31-03-2025,beans,Peliyagoda,250.0
31-03-2025,beans,Kandy,240.0
31-03-2025,beans,Dambulla,190.0
31-03-2025,beans,Meegoda,240.0
31-03-2025,beans,Norochchole,155.0
31-03-2025,beans,Thambuththegama,180.0
31-03-2025,beans,Veyangoda,210.0
